"","pred","CI.Lo.50","CI.Hi.50","CI.Lo.95","CI.Hi.95","CI.year","CI.period","arma","aicc"
"1",3224.23214817237,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"2",3588.5775897316,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"3",2004.75937335088,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"4",1753.14074318595,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"5",2843.41986866299,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"6",1445.13678751702,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"7",3420.9495560153,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"8",998.451358833917,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"9",1994.49312290714,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"10",1370.71290147385,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"11",1073.5245911474,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"12",898.217285817641,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"13",1146.91939589653,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"14",NA,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"15",567.345747766666,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"16",461.170251796779,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"17",1471.33974222599,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"18",592.170011073241,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"19",1627.08926013394,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"20",1136.98467860683,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"21",859.084265281664,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"22",1292.52195211661,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"23",453.637345578412,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"24",481.922649910974,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"25",83.4421956011498,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"26",199.257704235421,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"27",299.172497589859,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"28",356.419366550186,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"29",161.810754574052,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"30",527.380253558197,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"31",628.561003368732,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"32",1671.75393406255,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"33",446.11176211893,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"34",921.745431193447,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
"35",640.078942730056,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553
