"","pred","CI.Lo.50","CI.Hi.50","CI.Lo.95","CI.Hi.95","CI.year","CI.period","arma","aicc"
"1",3196.36004719147,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"2",3541.08941389767,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"3",2028.77612253332,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"4",1784.48391132209,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"5",2834.2343517444,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"6",1483.34042522013,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"7",3382.68459584118,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"8",1041.39952434102,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"9",2018.8359814083,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"10",1410.17633013305,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"11",1116.1899298177,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"12",941.158680166168,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"13",1189.08916582996,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"14",NA,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"15",606.423109125783,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"16",497.380388108512,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"17",1509.06055245131,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"18",631.783682933015,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"19",1661.54257041227,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"20",1179.2336504874,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"21",901.894052747937,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"22",1333.12301026022,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"23",489.605304979652,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"24",518.771780789722,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"25",96.914147724848,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"26",222.861593930852,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"27",328.770714721224,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"28",388.720717219373,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"29",182.618671691532,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"30",565.492062617203,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"31",668.878206570448,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"32",1705.15084143472,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"33",481.832191166609,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"34",964.730079048687,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"35",680.599177301946,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"36",477.946382325268,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"37",495.436434348922,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"38",700.141260615702,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"39",305.609441093707,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"40",1171.35018368143,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"41",481.832191166609,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"42",444.937768011368,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"43",340.361241145729,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
"44",503.212974850747,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902
