"","pred","CI.Lo.50","CI.Hi.50","CI.Lo.95","CI.Hi.95","CI.year","CI.period","arma","aicc","pred.1","CI.Lo.50.1","CI.Hi.50.1","CI.Lo.95.1","CI.Hi.95.1","CI.year.1","CI.period.1","arma.1","aicc.1","pred.2","CI.Lo.50.2","CI.Hi.50.2","CI.Lo.95.2","CI.Hi.95.2","CI.year.2","CI.period.2","arma.2","aicc.2","pred.3","CI.Lo.50.3","CI.Hi.50.3","CI.Lo.95.3","CI.Hi.95.3","CI.year.3","CI.period.3","arma.3","aicc.3"
"1",3224.23214817237,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553,2743.27365873589,141.608764521391,309.007626579507,67.3231328815977,649.972548136901,2019,1,"0100210",86.9667833303534,2742.99367775666,116.466849772343,254.992127183778,55.1949287920291,538.059028606486,2019,1,"0100210",87.4764132086288,2743.27372719923,181.005279607842,399.528860280957,85.1180993107401,849.605825930753,2019,1,"0100210",88.3659262913718
"2",3588.5775897316,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553,2803.90836419803,141.608764521391,309.007626579507,67.3231328815977,649.972548136901,2019,1,"0100210",86.9667833303534,3144.38912362709,116.466849772343,254.992127183778,55.1949287920291,538.059028606486,2019,1,"0100210",87.4764132086288,2907.69022704517,181.005279607842,399.528860280957,85.1180993107401,849.605825930753,2019,1,"0100210",88.3659262913718
"3",2004.75937335088,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553,3128.86544113997,141.608764521391,309.007626579507,67.3231328815977,649.972548136901,2019,1,"0100210",86.9667833303534,3457.57338494818,116.466849772343,254.992127183778,55.1949287920291,538.059028606486,2019,1,"0100210",87.4764132086288,4012.69968942336,181.005279607842,399.528860280957,85.1180993107401,849.605825930753,2019,1,"0100210",88.3659262913718
"4",1753.14074318595,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553,2969.51804707772,141.608764521391,309.007626579507,67.3231328815977,649.972548136901,2019,1,"0100210",86.9667833303534,2019.88704347739,116.466849772343,254.992127183778,55.1949287920291,538.059028606486,2019,1,"0100210",87.4764132086288,2533.65872318334,181.005279607842,399.528860280957,85.1180993107401,849.605825930753,2019,1,"0100210",88.3659262913718
"5",2843.41986866299,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553,2718.56514832321,141.608764521391,309.007626579507,67.3231328815977,649.972548136901,2019,1,"0100210",86.9667833303534,2375.63252804569,116.466849772343,254.992127183778,55.1949287920291,538.059028606486,2019,1,"0100210",87.4764132086288,2060.38949126219,181.005279607842,399.528860280957,85.1180993107401,849.605825930753,2019,1,"0100210",88.3659262913718
"6",1445.13678751702,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553,2400.3522022798,141.608764521391,309.007626579507,67.3231328815977,649.972548136901,2019,1,"0100210",86.9667833303534,2556.52375645851,116.466849772343,254.992127183778,55.1949287920291,538.059028606486,2019,1,"0100210",87.4764132086288,2144.08762620585,181.005279607842,399.528860280957,85.1180993107401,849.605825930753,2019,1,"0100210",88.3659262913718
"7",3420.9495560153,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553,2034.37623558831,141.608764521391,309.007626579507,67.3231328815977,649.972548136901,2019,1,"0100210",86.9667833303534,2626.82771352655,116.466849772343,254.992127183778,55.1949287920291,538.059028606486,2019,1,"0100210",87.4764132086288,2418.26658253053,181.005279607842,399.528860280957,85.1180993107401,849.605825930753,2019,1,"0100210",88.3659262913718
"8",998.451358833917,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553,2252.00638572021,141.608764521391,309.007626579507,67.3231328815977,649.972548136901,2019,1,"0100210",86.9667833303534,4105.84322286709,116.466849772343,254.992127183778,55.1949287920291,538.059028606486,2019,1,"0100210",87.4764132086288,2341.20372068367,181.005279607842,399.528860280957,85.1180993107401,849.605825930753,2019,1,"0100210",88.3659262913718
"9",1994.49312290714,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553,1338.78416951063,141.608764521391,309.007626579507,67.3231328815977,649.972548136901,2019,1,"0100210",86.9667833303534,1905.75751678152,116.466849772343,254.992127183778,55.1949287920291,538.059028606486,2019,1,"0100210",87.4764132086288,1350.26162480663,181.005279607842,399.528860280957,85.1180993107401,849.605825930753,2019,1,"0100210",88.3659262913718
"10",1370.71290147385,678.286616167866,1128.05436448989,417.730763274345,1831.66825384303,2019,1,"0000200",47.0933193651553,2876.03024516327,141.608764521391,309.007626579507,67.3231328815977,649.972548136901,2019,1,"0100210",86.9667833303534,1537.48299472085,116.466849772343,254.992127183778,55.1949287920291,538.059028606486,2019,1,"0100210",87.4764132086288,1559.51177933861,181.005279607842,399.528860280957,85.1180993107401,849.605825930753,2019,1,"0100210",88.3659262913718
