"","pred","CI.Lo.50","CI.Hi.50","CI.Lo.95","CI.Hi.95","CI.year","CI.period","arma","aicc","pred.1","CI.Lo.50.1","CI.Hi.50.1","CI.Lo.95.1","CI.Hi.95.1","CI.year.1","CI.period.1","arma.1","aicc.1"
"1",3226.70584235578,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,2743.2736664014,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"2",3577.78065001054,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,2914.2144168458,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"3",2040.24213044026,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,2866.89025825795,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"4",1792.63881898476,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,3137.63299976727,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"5",2858.25772508581,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,2321.45808137876,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"6",1487.81051105191,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,1715.86026630599,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"7",3416.4226815243,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,2591.24855358803,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"8",1041.44292866569,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,2091.46995316994,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"9",2030.16216286755,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,1869.48602386384,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"10",1413.82590343466,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,1703.64360981408,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"11",1116.88606383309,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,2567.91329158415,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"12",940.399164432606,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,1345.68315854175,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"13",1190.46239884468,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,808.0729624487,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"14",NA,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,NA,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"15",603.703710413803,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,1267.16221883268,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"16",494.327312892437,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,781.158260839356,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"17",1513.82643439667,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,1286.93013077227,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"18",629.166750589934,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,916.301845021377,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"19",1668.13646352845,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,1712.95496871607,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"20",1180.51307889782,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,1001.76405027134,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"21",900.844133447109,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,1364.77527108368,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"22",1335.94330829375,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,1502.06110696778,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
"23",486.535647303427,242.296287799725,377.650372991559,158.736675618155,576.44701897468,2008,1,"0000200",27.4058997533098,553.16937291827,425.340653825136,800.608529001511,232.800930643184,1462.75770566149,2008,1,"0101210",56.3836462570022
