"","pred","CI.Lo.50","CI.Hi.50","CI.Lo.95","CI.Hi.95","CI.year","CI.period","arma","aicc","pred.1","CI.Lo.50.1","CI.Hi.50.1","CI.Lo.95.1","CI.Hi.95.1","CI.year.1","CI.period.1","arma.1","aicc.1"
"1",3278.76330820235,445.814070409136,725.595416634949,280.266774450973,1154.18835070236,1999,1,"0000200",27.3409376202994,2742.98521138082,137.499207284888,261.981325564746,74.389231922778,484.23977042794,1999,1,"1000210",44.1595085292877
"2",3636.6143408526,445.814070409136,725.595416634949,280.266774450973,1154.18835070236,1999,1,"0000200",27.3409376202994,2616.83881360299,137.499207284888,261.981325564746,74.389231922778,484.23977042794,1999,1,"1000210",44.1595085292877
"3",2070.34534214697,445.814070409136,725.595416634949,280.266774450973,1154.18835070236,1999,1,"0000200",27.3409376202994,2564.88842161075,137.499207284888,261.981325564746,74.389231922778,484.23977042794,1999,1,"1000210",44.1595085292877
"4",1818.3917992312,445.814070409136,725.595416634949,280.266774450973,1154.18835070236,1999,1,"0000200",27.3409376202994,2866.60208222253,137.499207284888,261.981325564746,74.389231922778,484.23977042794,1999,1,"1000210",44.1595085292877
"5",2903.32811438488,445.814070409136,725.595416634949,280.266774450973,1154.18835070236,1999,1,"0000200",27.3409376202994,2274.846896761,137.499207284888,261.981325564746,74.389231922778,484.23977042794,1999,1,"1000210",44.1595085292877
"6",1508.35148257622,445.814070409136,725.595416634949,280.266774450973,1154.18835070236,1999,1,"0000200",27.3409376202994,1790.31837663546,137.499207284888,261.981325564746,74.389231922778,484.23977042794,1999,1,"1000210",44.1595085292877
"7",3472.1283737592,445.814070409136,725.595416634949,280.266774450973,1154.18835070236,1999,1,"0000200",27.3409376202994,1875.60853755895,137.499207284888,261.981325564746,74.389231922778,484.23977042794,1999,1,"1000210",44.1595085292877
"8",1054.7064545605,445.814070409136,725.595416634949,280.266774450973,1154.18835070236,1999,1,"0000200",27.3409376202994,1578.59408303022,137.499207284888,261.981325564746,74.389231922778,484.23977042794,1999,1,"1000210",44.1595085292877
"9",2060.08642825951,445.814070409136,725.595416634949,280.266774450973,1154.18835070236,1999,1,"0000200",27.3409376202994,1476.24106027033,137.499207284888,261.981325564746,74.389231922778,484.23977042794,1999,1,"1000210",44.1595085292877
"10",1433.12891857308,445.814070409136,725.595416634949,280.266774450973,1154.18835070236,1999,1,"0000200",27.3409376202994,1990.94877903983,137.499207284888,261.981325564746,74.389231922778,484.23977042794,1999,1,"1000210",44.1595085292877
"11",1131.34472755697,445.814070409136,725.595416634949,280.266774450973,1154.18835070236,1999,1,"0000200",27.3409376202994,2552.32472971132,137.499207284888,261.981325564746,74.389231922778,484.23977042794,1999,1,"1000210",44.1595085292877
"12",952.08799836886,445.814070409136,725.595416634949,280.266774450973,1154.18835070236,1999,1,"0000200",27.3409376202994,1127.550950682,137.499207284888,261.981325564746,74.389231922778,484.23977042794,1999,1,"1000210",44.1595085292877
"13",1206.10141560827,445.814070409136,725.595416634949,280.266774450973,1154.18835070236,1999,1,"0000200",27.3409376202994,979.567348655343,137.499207284888,261.981325564746,74.389231922778,484.23977042794,1999,1,"1000210",44.1595085292877
"14",NA,445.814070409136,725.595416634949,280.266774450973,1154.18835070236,1999,1,"0000200",27.3409376202994,NA,137.499207284888,261.981325564746,74.389231922778,484.23977042794,1999,1,"1000210",44.1595085292877
