"","pred","CI.Lo.50","CI.Hi.50","CI.Lo.95","CI.Hi.95","CI.year","CI.period","arma","aicc","pred.1","CI.Lo.50.1","CI.Hi.50.1","CI.Lo.95.1","CI.Hi.95.1","CI.year.1","CI.period.1","arma.1","aicc.1","pred.2","CI.Lo.50.2","CI.Hi.50.2","CI.Lo.95.2","CI.Hi.95.2","CI.year.2","CI.period.2","arma.2","aicc.2","pred.3","CI.Lo.50.3","CI.Hi.50.3","CI.Lo.95.3","CI.Hi.95.3","CI.year.3","CI.period.3","arma.3","aicc.3","pred.4","CI.Lo.50.4","CI.Hi.50.4","CI.Lo.95.4","CI.Hi.95.4","CI.year.4","CI.period.4","arma.4","aicc.4","pred.5","CI.Lo.50.5","CI.Hi.50.5","CI.Lo.95.5","CI.Hi.95.5","CI.year.5","CI.period.5","arma.5","aicc.5","pred.6","CI.Lo.50.6","CI.Hi.50.6","CI.Lo.95.6","CI.Hi.95.6","CI.year.6","CI.period.6","arma.6","aicc.6","pred.7","CI.Lo.50.7","CI.Hi.50.7","CI.Lo.95.7","CI.Hi.95.7","CI.year.7","CI.period.7","arma.7","aicc.7","pred.8","CI.Lo.50.8","CI.Hi.50.8","CI.Lo.95.8","CI.Hi.95.8","CI.year.8","CI.period.8","arma.8","aicc.8","pred.9","CI.Lo.50.9","CI.Hi.50.9","CI.Lo.95.9","CI.Hi.95.9","CI.year.9","CI.period.9","arma.9","aicc.9","pred.10","CI.Lo.50.10","CI.Hi.50.10","CI.Lo.95.10","CI.Hi.95.10","CI.year.10","CI.period.10","arma.10","aicc.10"
"1",3172.05425141019,432.832509510554,630.343180382604,302.515943024323,901.879808020333,1996,1,"0101200",16.9206370920724,2742.91796377568,127.184510227165,245.302423865931,68.0136390328057,458.711944847953,1996,1,"1000210",41.2906781751298,2743.15596276721,122.520457772603,281.529990254446,55.4500650871831,622.058481418521,1996,1,"1000210",50.7574589348475,2743.27373186035,115.214675215915,253.102531207259,54.4263656263622,535.790431600043,1996,1,"1000210",48.0995272061285,2742.83475071237,62.8147268475543,130.270913424369,31.3464725117096,261.047932582409,1996,1,"0000210",42.8394108194012,1803.4908855318,176.014606749172,389.228403601162,82.626259407585,829.153889897346,1996,1,"0101200",54.8910102309871,2742.80915777947,174.164692426802,377.79543062775,83.2712737149648,790.171952944544,1996,1,"0100210",48.9975293492079,2745.65493982146,84.8151854876388,187.95159673187,39.7346654173312,401.189977871522,1996,1,"1000210",48.5658556306056,2736.65336366792,154.957240992233,351.003698468793,71.0933407932008,765.05850035951,1996,1,"1000210",50.0224845463834,2743.76985531295,169.30807966713,367.47529040681,80.9041597394487,769.015288512555,1996,1,"1000210",47.4343453561978,2743.15775780085,111.696411678675,259.308484154294,50.0588939697962,578.595028794423,1996,1,"1000210",51.3316410398146
"2",3921.26549135038,432.832509510554,630.343180382604,302.515943024323,901.879808020333,1996,1,"0101200",16.9206370920724,2580.21476498492,127.184510227165,245.302423865931,68.0136390328057,458.711944847953,1996,1,"1000210",41.2906781751298,2971.34339856116,122.520457772603,281.529990254446,55.4500650871831,622.058481418521,1996,1,"1000210",50.7574589348475,2939.23634402304,115.214675215915,253.102531207259,54.4263656263622,535.790431600043,1996,1,"1000210",48.0995272061285,5932.49367350663,62.8147268475543,130.270913424369,31.3464725117096,261.047932582409,1996,1,"0000210",42.8394108194012,2318.37594371354,176.014606749172,389.228403601162,82.626259407585,829.153889897346,1996,1,"0101200",54.8910102309871,3513.16247523341,174.164692426802,377.79543062775,83.2712737149648,790.171952944544,1996,1,"0100210",48.9975293492079,3282.70623162872,84.8151854876388,187.95159673187,39.7346654173312,401.189977871522,1996,1,"1000210",48.5658556306056,3429.9839655377,154.957240992233,351.003698468793,71.0933407932008,765.05850035951,1996,1,"1000210",50.0224845463834,4448.69931524455,169.30807966713,367.47529040681,80.9041597394487,769.015288512555,1996,1,"1000210",47.4343453561978,2852.05379322117,111.696411678675,259.308484154294,50.0588939697962,578.595028794423,1996,1,"1000210",51.3316410398146
"3",2109.93226777915,432.832509510554,630.343180382604,302.515943024323,901.879808020333,1996,1,"0101200",16.9206370920724,2446.40112020581,127.184510227165,245.302423865931,68.0136390328057,458.711944847953,1996,1,"1000210",41.2906781751298,3225.96916379449,122.520457772603,281.529990254446,55.4500650871831,622.058481418521,1996,1,"1000210",50.7574589348475,4019.53180659243,115.214675215915,253.102531207259,54.4263656263622,535.790431600043,1996,1,"1000210",48.0995272061285,4326.73820745873,62.8147268475543,130.270913424369,31.3464725117096,261.047932582409,1996,1,"0000210",42.8394108194012,2763.90914242404,176.014606749172,389.228403601162,82.626259407585,829.153889897346,1996,1,"0101200",54.8910102309871,3245.19424818031,174.164692426802,377.79543062775,83.2712737149648,790.171952944544,1996,1,"0100210",48.9975293492079,2430.17108339659,84.8151854876388,187.95159673187,39.7346654173312,401.189977871522,1996,1,"1000210",48.5658556306056,2902.59362868142,154.957240992233,351.003698468793,71.0933407932008,765.05850035951,1996,1,"1000210",50.0224845463834,2800.23285640881,169.30807966713,367.47529040681,80.9041597394487,769.015288512555,1996,1,"1000210",47.4343453561978,3102.87989149322,111.696411678675,259.308484154294,50.0588939697962,578.595028794423,1996,1,"1000210",51.3316410398146
"4",1867.83636631339,432.832509510554,630.343180382604,302.515943024323,901.879808020333,1996,1,"0101200",16.9206370920724,2818.02552149265,127.184510227165,245.302423865931,68.0136390328057,458.711944847953,1996,1,"1000210",41.2906781751298,2349.83620748658,122.520457772603,281.529990254446,55.4500650871831,622.058481418521,1996,1,"1000210",50.7574589348475,2796.2855059851,115.214675215915,253.102531207259,54.4263656263622,535.790431600043,1996,1,"1000210",48.0995272061285,1810.6365604193,62.8147268475543,130.270913424369,31.3464725117096,261.047932582409,1996,1,"0000210",42.8394108194012,2701.35365420848,176.014606749172,389.228403601162,82.626259407585,829.153889897346,1996,1,"0101200",54.8910102309871,1250.88432200771,174.164692426802,377.79543062775,83.2712737149648,790.171952944544,1996,1,"0100210",48.9975293492079,2453.00076857304,84.8151854876388,187.95159673187,39.7346654173312,401.189977871522,1996,1,"1000210",48.5658556306056,2346.72198483011,154.957240992233,351.003698468793,71.0933407932008,765.05850035951,1996,1,"1000210",50.0224845463834,2062.15339766085,169.30807966713,367.47529040681,80.9041597394487,769.015288512555,1996,1,"1000210",47.4343453561978,2625.54405896062,111.696411678675,259.308484154294,50.0588939697962,578.595028794423,1996,1,"1000210",51.3316410398146
"5",2920.99205271266,432.832509510554,630.343180382604,302.515943024323,901.879808020333,1996,1,"0101200",16.9206370920724,2229.11797403693,127.184510227165,245.302423865931,68.0136390328057,458.711944847953,1996,1,"1000210",41.2906781751298,1922.53656500829,122.520457772603,281.529990254446,55.4500650871831,622.058481418521,1996,1,"1000210",50.7574589348475,1750.33322737877,115.214675215915,253.102531207259,54.4263656263622,535.790431600043,1996,1,"1000210",48.0995272061285,1460.25605084808,62.8147268475543,130.270913424369,31.3464725117096,261.047932582409,1996,1,"0000210",42.8394108194012,2163.32325041581,176.014606749172,389.228403601162,82.626259407585,829.153889897346,1996,1,"0101200",54.8910102309871,2611.62423217686,174.164692426802,377.79543062775,83.2712737149648,790.171952944544,1996,1,"0100210",48.9975293492079,2384.70870131396,84.8151854876388,187.95159673187,39.7346654173312,401.189977871522,1996,1,"1000210",48.5658556306056,1702.43393026845,154.957240992233,351.003698468793,71.0933407932008,765.05850035951,1996,1,"1000210",50.0224845463834,2850.61951538738,169.30807966713,367.47529040681,80.9041597394487,769.015288512555,1996,1,"1000210",47.4343453561978,1855.50482670353,111.696411678675,259.308484154294,50.0588939697962,578.595028794423,1996,1,"1000210",51.3316410398146
"6",1550.37539616206,432.832509510554,630.343180382604,302.515943024323,901.879808020333,1996,1,"0101200",16.9206370920724,1697.42944378007,127.184510227165,245.302423865931,68.0136390328057,458.711944847953,1996,1,"1000210",41.2906781751298,2398.89277984549,122.520457772603,281.529990254446,55.4500650871831,622.058481418521,1996,1,"1000210",50.7574589348475,1907.93588333486,115.214675215915,253.102531207259,54.4263656263622,535.790431600043,1996,1,"1000210",48.0995272061285,2004.2253802309,62.8147268475543,130.270913424369,31.3464725117096,261.047932582409,1996,1,"0000210",42.8394108194012,2297.3027477041,176.014606749172,389.228403601162,82.626259407585,829.153889897346,1996,1,"0101200",54.8910102309871,2328.60884427417,174.164692426802,377.79543062775,83.2712737149648,790.171952944544,1996,1,"0100210",48.9975293492079,2128.35516570468,84.8151854876388,187.95159673187,39.7346654173312,401.189977871522,1996,1,"1000210",48.5658556306056,2809.7036022798,154.957240992233,351.003698468793,71.0933407932008,765.05850035951,1996,1,"1000210",50.0224845463834,2005.88932499125,169.30807966713,367.47529040681,80.9041597394487,769.015288512555,1996,1,"1000210",47.4343453561978,2351.58198746117,111.696411678675,259.308484154294,50.0588939697962,578.595028794423,1996,1,"1000210",51.3316410398146
"7",3481.48473897118,432.832509510554,630.343180382604,302.515943024323,901.879808020333,1996,1,"0101200",16.9206370920724,1816.52548971586,127.184510227165,245.302423865931,68.0136390328057,458.711944847953,1996,1,"1000210",41.2906781751298,2489.72351508646,122.520457772603,281.529990254446,55.4500650871831,622.058481418521,1996,1,"1000210",50.7574589348475,2737.4801376729,115.214675215915,253.102531207259,54.4263656263622,535.790431600043,1996,1,"1000210",48.0995272061285,2288.05604692743,62.8147268475543,130.270913424369,31.3464725117096,261.047932582409,1996,1,"0000210",42.8394108194012,2412.15744819826,176.014606749172,389.228403601162,82.626259407585,829.153889897346,1996,1,"0101200",54.8910102309871,2117.18443482394,174.164692426802,377.79543062775,83.2712737149648,790.171952944544,1996,1,"0100210",48.9975293492079,2319.0908993863,84.8151854876388,187.95159673187,39.7346654173312,401.189977871522,1996,1,"1000210",48.5658556306056,2834.04745683615,154.957240992233,351.003698468793,71.0933407932008,765.05850035951,1996,1,"1000210",50.0224845463834,2729.94567190411,169.30807966713,367.47529040681,80.9041597394487,769.015288512555,1996,1,"1000210",47.4343453561978,2212.31416783448,111.696411678675,259.308484154294,50.0588939697962,578.595028794423,1996,1,"1000210",51.3316410398146
"8",1093.7673454778,432.832509510554,630.343180382604,302.515943024323,901.879808020333,1996,1,"0101200",16.9206370920724,1466.888458037,127.184510227165,245.302423865931,68.0136390328057,458.711944847953,1996,1,"1000210",41.2906781751298,2914.1323222371,122.520457772603,281.529990254446,55.4500650871831,622.058481418521,1996,1,"1000210",50.7574589348475,2115.44094545085,115.214675215915,253.102531207259,54.4263656263622,535.790431600043,1996,1,"1000210",48.0995272061285,1635.81711841551,62.8147268475543,130.270913424369,31.3464725117096,261.047932582409,1996,1,"0000210",42.8394108194012,2050.21892545607,176.014606749172,389.228403601162,82.626259407585,829.153889897346,1996,1,"0101200",54.8910102309871,1466.80866308403,174.164692426802,377.79543062775,83.2712737149648,790.171952944544,1996,1,"0100210",48.9975293492079,1831.77364159775,84.8151854876388,187.95159673187,39.7346654173312,401.189977871522,1996,1,"1000210",48.5658556306056,2454.07816946659,154.957240992233,351.003698468793,71.0933407932008,765.05850035951,1996,1,"1000210",50.0224845463834,2435.96419420552,169.30807966713,367.47529040681,80.9041597394487,769.015288512555,1996,1,"1000210",47.4343453561978,2539.10719868748,111.696411678675,259.308484154294,50.0588939697962,578.595028794423,1996,1,"1000210",51.3316410398146
"9",2311.25347780115,432.832509510554,630.343180382604,302.515943024323,901.879808020333,1996,1,"0101200",16.9206370920724,1449.52923007318,127.184510227165,245.302423865931,68.0136390328057,458.711944847953,1996,1,"1000210",41.2906781751298,2029.19171606224,122.520457772603,281.529990254446,55.4500650871831,622.058481418521,1996,1,"1000210",50.7574589348475,1591.29056202316,115.214675215915,253.102531207259,54.4263656263622,535.790431600043,1996,1,"1000210",48.0995272061285,1580.88006442166,62.8147268475543,130.270913424369,31.3464725117096,261.047932582409,1996,1,"0000210",42.8394108194012,1527.61587745457,176.014606749172,389.228403601162,82.626259407585,829.153889897346,1996,1,"0101200",54.8910102309871,1066.19244678914,174.164692426802,377.79543062775,83.2712737149648,790.171952944544,1996,1,"0100210",48.9975293492079,1925.0526618049,84.8151854876388,187.95159673187,39.7346654173312,401.189977871522,1996,1,"1000210",48.5658556306056,2016.48653553741,154.957240992233,351.003698468793,71.0933407932008,765.05850035951,1996,1,"1000210",50.0224845463834,2196.77858999982,169.30807966713,367.47529040681,80.9041597394487,769.015288512555,1996,1,"1000210",47.4343453561978,1986.60417572818,111.696411678675,259.308484154294,50.0588939697962,578.595028794423,1996,1,"1000210",51.3316410398146
"10",1536.12524535191,432.832509510554,630.343180382604,302.515943024323,901.879808020333,1996,1,"0101200",16.9206370920724,1913.93895372698,127.184510227165,245.302423865931,68.0136390328057,458.711944847953,1996,1,"1000210",41.2906781751298,1170.59516341418,122.520457772603,281.529990254446,55.4500650871831,622.058481418521,1996,1,"1000210",50.7574589348475,1226.65468931931,115.214675215915,253.102531207259,54.4263656263622,535.790431600043,1996,1,"1000210",48.0995272061285,2551.42965345342,62.8147268475543,130.270913424369,31.3464725117096,261.047932582409,1996,1,"0000210",42.8394108194012,1166.82309686279,176.014606749172,389.228403601162,82.626259407585,829.153889897346,1996,1,"0101200",54.8910102309871,1469.3523650104,174.164692426802,377.79543062775,83.2712737149648,790.171952944544,1996,1,"0100210",48.9975293492079,1061.76899970914,84.8151854876388,187.95159673187,39.7346654173312,401.189977871522,1996,1,"1000210",48.5658556306056,1111.04503368059,154.957240992233,351.003698468793,71.0933407932008,765.05850035951,1996,1,"1000210",50.0224845463834,1081.64814052668,169.30807966713,367.47529040681,80.9041597394487,769.015288512555,1996,1,"1000210",47.4343453561978,1351.07999776568,111.696411678675,259.308484154294,50.0588939697962,578.595028794423,1996,1,"1000210",51.3316410398146
